reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
39c52676-11b7-488b-9d70-37536c45e5ec,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is so good,5,0,4.85.2,2025-08-05 12:45:49,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-08-05 12:52:34,4.85.2
8888347f-6862-486f-99b4-a56dac864281,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👌🏻,5,0,4.85.2,2025-08-05 12:44:20,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-08-05 12:52:35,4.85.2
347c2448-302c-46ab-8756-a912684b46f4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super,4,0,4.86.0,2025-08-05 12:43:53,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-08-05 12:52:36,4.86.0
d317b6b5-d766-499a-aab3-f611df8c5a6a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"good Service,Nice Staff",5,0,4.85.1,2025-08-05 12:43:51,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-08-05 12:52:36,4.85.1
c0708f75-3346-4e0e-a390-20bbb760573a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good service,5,0,4.85.1,2025-08-05 12:41:34,Hi there! Thank you for the excellent rating. This will inspire us to continue delivering exceptional service as we always do. Keep Swiggying. 🧡,2025-08-05 13:03:35,4.85.1
07506e8e-fa88-4ff5-b545-efb2814dd289,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good offers,5,0,4.85.2,2025-08-05 12:39:27,Hi there! Thank you for the excellent rating. This will inspire us to continue delivering exceptional service as we always do. Keep Swiggying. 🧡,2025-08-05 13:03:54,4.85.2
e23e15e4-77d0-4878-bcdf-7b5b77bfd6c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good foo,5,0,4.85.2,2025-08-05 12:37:29,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2025-08-05 12:42:32,4.85.2
a7fdde0c-27ac-4ca6-92a8-e1e6a51e46a2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,4.85.2,2025-08-05 12:33:09,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-08-05 12:42:33,4.85.2
918d3683-5686-45b5-b52b-5964423ba7ab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Thank you 😊😊😊😊😊,5,0,4.85.2,2025-08-05 12:32:59,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-08-05 12:42:33,4.85.2
012b21e2-3d0a-4ce3-b16a-b803350c4df0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 👍,4,0,,2025-08-05 12:31:56,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",2025-08-05 12:32:57,
6f2fc2b0-f5fd-440b-b6d0-81dc7e5fcfaa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.80.2,2025-08-05 12:31:48,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-08-05 12:32:58,4.80.2
472302fa-691c-47bc-bbe2-07ccd90c9d3b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,4.85.2,2025-08-05 12:26:09,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-08-05 12:32:57,4.85.2
2f65816d-0c70-4b61-a270-59e0ce759706,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,4.82.1,2025-08-05 12:23:38,"Hey, thanks for the rating! This motivates us to keep serving you better with every order. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email at swiggysocial@swiggy.in.",2025-08-05 12:32:58,4.82.1
1c82b17c-5ec6-465b-b4e1-1163f967a1bb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Worst service ever,1,0,,2025-08-05 12:23:01,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2025-08-05 12:32:57,
