reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ff3a9086-f4a8-4f24-af60-6a085b49c8b0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,4.85.1,2025-07-30 12:46:20,"Hi there, thank you for the excellent rating. This will inspire us to continue delivering exceptional service as we always do.
",2025-07-30 14:51:39,4.85.1
f998df9e-f130-4e94-8495-4fcde02cf8fc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bad services of swiggy app.they doing frauds with customer..they taken order from us then their delivery partner calling us and request us to cancel order to take free order to them,this scam is going on swiggy dont order from swiggy",1,0,4.84.2,2025-07-30 12:45:05,"We sincerely apologize for this experience. Please reach out to us at swiggysocial@swiggy.in using your registered email address and provide details about your experience, so we can investigate the matter and address it for you.",2025-07-30 14:57:53,4.84.2
4f6f1790-95a9-49e3-a968-a61e39400bb1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 😊,4,0,4.81.3,2025-07-30 12:44:07,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-07-30 12:52:29,4.81.3
b33e0438-bd74-45b5-b761-a5d4db41592a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good service,5,0,4.82.1,2025-07-30 12:39:40,We are happy to hear such positive feedback. 🙂,2025-07-30 12:42:36,4.82.1
ef75f997-ac78-4d9b-bf15-c28b4d56c874,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,there is no free delivery and food quality is not good,2,0,4.85.1,2025-07-30 12:38:31,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2025-07-30 12:42:36,4.85.1
872ce95a-b03e-4a89-8abb-bb3e411e6a64,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent 👌🏻,5,0,4.85.1,2025-07-30 12:37:11,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-07-30 12:42:37,4.85.1
def71980-cf1b-4edd-9bc3-01011ab30799,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pahle aa jaye,5,0,4.84.2,2025-07-30 12:36:13,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-07-30 12:42:36,4.84.2
0e4a2292-d236-45be-8e09-083afc26db1f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tasty and yummy food,5,0,4.84.2,2025-07-30 12:35:43,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,2025-07-30 12:42:36,4.84.2
2628e0c2-fa39-415a-a98e-2a7c5cb52345,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"items from the order were cancelled automatically without my knowledge , and no response from them.",1,0,,2025-07-30 12:32:06,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2025-07-30 12:32:32,
06d72578-179b-4fb9-9023-9abcfe1951cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good 👍,1,0,4.85.1,2025-07-30 12:30:49,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-07-30 12:32:33,4.85.1
8e63603c-084e-4b61-86d5-e5ebf8ec76ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very nice 🙂,5,0,4.85.1,2025-07-30 12:30:45,We are happy to hear such positive feedback. 🙂,2025-07-30 12:32:32,4.85.1
f74eee54-98ee-4c84-b3b6-2cf619d89bb4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,horrible lag.,2,0,4.84.2,2025-07-30 12:28:50,"Hi, we are sorry about the ordeal. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-07-30 12:32:31,4.84.2
b3014d65-e0a4-4fd3-9802-f10c69246699,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very efficient and reliable,5,0,4.85.1,2025-07-30 12:27:45,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-07-30 12:32:32,4.85.1
917e7230-bcd9-4ee5-9e44-69d10eb1efd9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Wow application.,5,0,4.85.1,2025-07-30 12:25:48,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-07-30 12:32:32,4.85.1
52727e57-977b-4b2e-8919-fac2c9fbd332,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I ordered veggies and groceries from swiggy instamart. However i received an undated product with no manufacturing date and expiry date and amount. When asked about a refund they asked to return the product and wont initiate a refund till then. Now my question is when a company is at fault giving customers faulty products which may be expired then don't allow them to lodge a customer care complaint too as they keep the products and thug customers. I have videos and pictures of the product,1,0,4.85.1,2025-07-30 12:23:46,"We sincerely apologize for this experience. Please reach out to us at swiggysocial@swiggy.in using your registered email address and provide details about your experience, so we can investigate the matter and address it for you.",2025-07-30 14:57:01,4.85.1
ecac949e-582a-49ff-9ba9-8ae5e5308916,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gud,5,0,4.84.2,2025-07-30 12:21:01,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-07-30 12:22:46,4.84.2
fef7410b-9099-4784-a2d8-501a34d1f199,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lat delivery,2,0,4.85.1,2025-07-30 12:17:35,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-07-30 12:22:46,4.85.1
950e60b8-d01d-4ca1-8043-fc2ca259ad84,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good service and easily handled app.thanks to Swiggy,5,0,4.85.1,2025-07-30 12:17:20,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-07-30 12:22:46,4.85.1
727c6ce9-3a21-44b5-b8cb-acb9804fbb3a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice 🙂.. Supper good experience .,5,0,4.85.1,2025-07-30 12:14:25,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.
",2025-07-30 12:22:46,4.85.1
4194a4dd-3afe-4b17-9f34-b0655391cd74,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super hero,4,0,4.85.1,2025-07-30 12:12:21,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",2025-07-30 12:22:46,4.85.1
bb831740-2a3f-42fc-96a6-6a9c90b9c296,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good,4,0,4.85.1,2025-07-30 12:08:51,"Hey, thanks for the rating! This motivates us to keep serving you better with every order. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email at swiggysocial@swiggy.in.",2025-07-30 12:12:28,4.85.1
e8c99a23-72a8-4544-8b37-79bcc09c6308,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best quality and best price and best delivery,5,0,4.83.4,2025-07-30 11:57:27,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-07-30 12:02:46,4.83.4
29121410-ac9e-4648-a009-eb83e7ca8cbc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Swiggy was very good,5,0,4.82.1,2025-07-30 11:57:11,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-07-30 12:02:46,4.82.1
7e7447b6-5bea-4d0a-af04-25dd47791b87,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.85.1,2025-07-30 11:50:17,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-07-30 11:52:37,4.85.1
eaea5199-95f7-4e27-9280-c25a321d1ba7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,amazing,5,0,4.84.2,2025-07-30 11:46:10,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-07-30 11:52:37,4.84.2
8745cc25-aa6a-42f8-9bd2-82b99965d6f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thanks you swiggy,5,0,4.85.1,2025-07-30 11:39:40,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",2025-07-30 11:43:06,4.85.1
