reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
fa3120d4-b147-4d0d-aa15-9b956c87a7ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Not Happy..... Highly Disappointed.... 1. You charge more compared to other food delivery platforms.... 2. You give vouchers on Paytm for Swiggy food clearly mentioned in the voucher, still cannot redeem that because when you process it redirects you on Instamart page..... If the coupon is of Instamart then please clearly mention it.... don't fool people",1,0,,2025-08-01 12:47:03,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-08-01 12:52:29,
43b76a9c-2ec5-421d-ba52-2c46e014c5d2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,4.85.2,2025-08-01 12:45:50,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-08-01 12:52:30,4.85.2
4f4b2e31-b776-49da-99f0-ca17f82c887c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the Best app,5,0,4.85.1,2025-08-01 12:44:13,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-08-01 12:52:28,4.85.1
665d41ea-aad0-4648-9f6d-93be106514ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super offer,5,0,4.85.2,2025-08-01 12:42:45,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-08-01 12:52:29,4.85.2
58804b92-c2f6-4219-bda8-e5736beefaa1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,4.84.2,2025-08-01 12:37:57,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-08-01 12:42:35,4.84.2
a4681c31-ac0f-4091-b98e-4d7b0638bbe0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love it,5,0,4.85.1,2025-08-01 12:36:06,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-08-01 12:42:35,4.85.1
c66f0053-b567-444b-92bc-3e6d68318d35,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i dont know how there watch work maybe they have different timeline where our 10 minutes is equal to their 1 minute,1,0,4.85.1,2025-08-01 12:35:09,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2025-08-01 12:42:35,4.85.1
96d2d98c-86c4-4bda-ab18-f63dfca170ab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,verry nice,5,0,4.85.2,2025-08-01 12:33:58,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-08-01 12:42:34,4.85.2
f3685c0f-ab2f-4a31-818c-4e1d04172e3f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Supr,5,0,4.85.1,2025-08-01 12:30:23,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-08-01 12:32:26,4.85.1
434dcc50-a6fd-4529-9672-ef64b7a6ac00,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best,3,0,4.85.1,2025-08-01 12:27:03,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-08-01 12:32:26,4.85.1
